symbol,identifier,series,isin,industry,companyName,lastPrice,change,pChange,totalTradedVolume,totalTradedValue,yearHigh,nearWKH,nearWKL,perChange365d,perChange30d,key,index,indexSymbol,last,variation,percentChange,yearLow,declines,advances,unchanged,previousDay,oneWeekAgo,oneMonthAgo,oneYearAgo
ASHOKLEY,ASHOKLEYEQN,EQ,INE208A01029,Commercial Vehicles,Ashok Leyland Limited,240.1,-3.7,-1.52,3832957.0,918606474.62,264.65,9.276402796145847,-52.396064741351935,39.22,2.52,,,,,,,,,,,,,,
VOLTAS,VOLTASEQN,EQ,INE226A01021,Household Appliances,Voltas Limited,1900.0,-16.0,-0.84,397440.0,757278201.6,1935.0,1.8087855297157622,-135.52745754307674,100.41,16.96,,,,,,,,,,,,,,
MRF,MRFEQN,EQ,INE883A01011,Tyres & Rubber Products,MRF Limited,135705.0,-722.0,-0.53,1772.0,240919436.6,151445.0,10.393212057182476,-27.536299985902918,24.86,-2.55,,,,,,,,,,,,,,
HDFCAMC,HDFCAMCEQN,EQ,INE127D01025,Asset Management Company,HDFC Asset Management Company Limited,4413.85,-19.15,-0.43,55667.0,245895612.42000002,4546.2,2.91122255950023,-72.2377226698925,81.82,7.19,,,,,,,,,,,,,,
IDFCFIRSTB,IDFCFIRSTBEQN,EQ,INE092T08CP8,Private Sector Bank,IDFC First Bank Limited,73.48,-0.26,-0.35,9912993.0,727316296.4100001,98.4,25.32520325203252,-4.330540962657953,-20.94,-0.63,,,,,,,,,,,,,,
AUROPHARMA,AUROPHARMAEQN,EQ,INE406A01037,Pharmaceuticals,Aurobindo Pharma Limited,1559.9,-4.1,-0.26,249731.0,389375580.58000004,1592.0,2.0163316582914517,-86.89270951896006,90.1,8.74,,,,,,,,,,,,,,
UPL,UPLEQN,EQ,INE628A03024,Pesticides & Agrochemicals,UPL Limited,612.35,-1.45,-0.24,910348.0,557132976.0,639.05,4.178076832798675,-36.74631531933899,-0.77,11.3,,,,,,,,,,,,,,
IDEA,IDEAEQN,EQ,INE669E01016,Telecom - Cellular & Fixed line services,Vodafone Idea Limited,13.23,-0.01,-0.08,114929957.0,1517075432.3999999,19.18,31.021897810218974,-26.000000000000007,56.4,-2.98,,,,,,,,,,,,,,
AUBANK,AUBANKEQN,EQ,INE949L01017,Other Bank,AU Small Finance Bank Limited,718.35,-0.6,-0.08,481888.0,346202795.84,813.4,11.685517580526183,-29.736319306483647,-5.09,8.01,,,,,,,,,,,,,,
POLYCAB,POLYCABEQN,EQ,INE455K01017,Cables - Electricals,Polycab India Limited,6720.0,-4.45,-0.07,63724.0,427758183.08,7331.45,8.340096433856875,-76.79558011049724,30.82,0.92,,,,,,,,,,,,,,
CONCOR,CONCOREQN,EQ,INE111A01025,Logistics Solution Provider,Container Corporation of India Limited,948.95,-0.05,-0.01,489500.0,462934835.0,1180.0,19.58050847457627,-41.17078250520678,40.48,-6.31,,,,,,,,,,,,,,
FEDERALBNK,FEDERALBNKEQN,EQ,INE171A01029,Private Sector Bank,The Federal Bank  Limited,184.87,0.18,0.1,2516049.0,463254941.88,206.59,10.513577617503268,-34.69581056466302,35.4,-1.52,,,,,,,,,,,,,,
BHARATFORG,BHARATFORGEQN,EQ,INE465A01025,Auto Components & Equipments,Bharat Forge Limited,1604.8,3.6,0.22,1091033.0,1741168654.3700001,1804.5,11.066777500692714,-60.11174299112042,47.11,-4.13,,,,,,,,,,,,,,
ASTRAL,ASTRALEQN,EQ,INE006I01046,Plastic Products - Industrial,Astral Limited,1909.85,5.7,0.3,141954.0,270890818.2,2454.0,22.174001629991853,-9.76149425287356,0.43,-9.91,,,,,,,,,,,,,,
CUMMINSIND,CUMMINSINDEQN,EQ,INE298A01020,Compressors Pumps & Diesel Engines,Cummins India Limited,3830.6,12.9,0.34,107148.0,408813550.68,4171.9,8.180924758503313,-131.69418738281016,119.5,6.66,,,,,,,,,,,,,,
HINDPETRO,HINDPETROEQN,EQ,INE094A01015,Refineries & Marketing,Hindustan Petroleum Corporation Limited,411.65,1.45,0.35,2556087.0,1044979487.34,457.15,9.952969484851799,-158.1363265818022,67.45,7.66,,,,,,,,,,,,,,
INDHOTEL,INDHOTELEQN,EQ,INE053A01029,Hotels & Resorts,The Indian Hotels Company Limited,693.65,2.7,0.39,443776.0,305575278.08000004,703.75,1.43516873889876,-86.66576964477932,52.62,2.97,,,,,,,,,,,,,,
GODREJPROP,GODREJPROPEQN,EQ,INE484J01027,Residential Commercial Projects,Godrej Properties Limited,2854.95,16.45,0.58,148606.0,423119919.56000006,3402.7,16.097510800246862,-86.35443864229764,77.0,-3.08,,,,,,,,,,,,,,
COFORGE,COFORGEEQN,EQ,INE591G01017,Computers - Software & Consulting,Coforge Limited,7030.0,40.7,0.58,151696.0,1061966051.52,7088.1,0.8196836952074655,-63.974575777013236,16.36,4.34,,,,,,,,,,,,,,
PAGEIND,PAGEINDEQN,EQ,INE761H01022,Garments & Apparels,Page Industries Limited,43440.15,384.55,0.89,6710.0,291015652.40000004,43943.5,1.1454481322607406,-31.357981013031424,6.78,-0.66,,,,,,,,,,,,,,
PERSISTENT,PERSISTENTEQN,EQ,INE262H01021,Computers - Software & Consulting,Persistent Systems Limited,5361.3,60.3,1.14,200526.0,1074428334.3,5405.25,0.8130983765783233,-284.543107158227,-6.72,11.53,,,,,,,,,,,,,,
PIIND,PIINDEQN,EQ,INE603J01030,Pesticides & Agrochemicals,PI Industries Limited,4714.55,58.05,1.25,79344.0,369856501.92,4748.9,0.7233254016719547,-46.414596273291934,24.15,5.06,,,,,,,,,,,,,,
MPHASIS,MPHASISEQN,EQ,INE356A01018,Computers - Software & Consulting,MphasiS Limited,3165.2,39.45,1.26,170505.0,538596309.15,3187.8,0.7089528828659377,-52.97472330965154,27.61,11.88,,,,,,,,,,,,,,
LUPIN,LUPINEQN,EQ,INE326A01037,Pharmaceuticals,Lupin Limited,2282.5,30.65,1.36,356478.0,809668481.4000001,2312.0,1.2759515570934257,-109.11589555657352,104.8,14.21,,,,,,,,,,,,,,
JUBLFOOD,JUBLFOODEQN,EQ,INE797F01020,Restaurants,Jubilant Foodworks Limited,680.0,15.75,2.37,1577508.0,1060921455.24,685.0,0.7299270072992701,-61.501009381308634,28.51,7.19,,,,,,,,,,,,,,
RECLTD,RECLTDEQN,EQ,INE020B07IC4,Financial Institution,REC Limited,549.75,-10.95,-1.95,7469305.0,4104308404.4500003,654.0,15.940366972477063,-129.4449081803005,128.95,-3.27,,,,,,,,,,,,,,
PFC,PFCEQN,EQ,INE134E07422,Financial Institution,Power Finance Corporation Limited,485.2,-5.85,-1.19,9730943.0,4693331118.33,580.0,16.3448275862069,-117.53945480631276,75.75,-2.62,,,,,,,,,,,,,,
HDFCLIFE,HDFCLIFEEQN,EQ,INE795G01014,Life Insurance,HDFC Life Insurance Company Limited,695.95,-5.4,-0.77,1404436.0,979566021.28,761.2,8.571991592222805,-36.08721157606572,8.75,1.73,,,,,,,,,,,,,,
SBICARD,SBICARDEQN,EQ,INE018E01016,Non Banking Financial Company (NBFC),SBI Cards and Payment Services Limited,797.0,-3.5,-0.44,379078.0,302534570.24,841.25,5.260029717682021,-23.003318157265213,-4.59,14.58,,,,,,,,,,,,,,
IDFC,IDFCEQN,EQ,INE043D07427,Holding Company,IDFC Limited,110.53,-0.46,-0.41,2337648.0,258403609.92000002,137.0,19.32116788321168,-5.7703349282296665,-12.23,2.93,,,,,,,,,,,,,,
SBILIFE,SBILIFEEQN,EQ,INE123W01016,Life Insurance,SBI Life Insurance Company Limited,1817.8,-3.45,-0.19,453099.0,827526420.63,1936.0,6.105371900826448,-43.77348044449718,32.68,7.84,,,,,,,,,,,,,,
BAJAJFINSV,BAJAJFINSVEQN,EQ,INE918I01026,Holding Company,Bajaj Finserv Limited,1855.75,-1.85,-0.1,1090949.0,2027463259.56,1921.0,3.396668401874024,-30.7741094394137,20.77,19.85,,,,,,,,,,,,,,
HDFCBANK,HDFCBANKEQN,EQ,INE040A01034,Private Sector Bank,HDFC Bank Limited,1669.95,-1.0,-0.06,4314960.0,7200977846.4,1794.0,6.914715719063543,-22.470756481243818,0.55,2.38,,,,,,,,,,,,,,
SBIN,SBINEQN,EQ,INE062A08041,Public Sector Bank,State Bank of India,785.1,-0.45,-0.06,5316195.0,4170342329.7000003,912.0,13.914473684210524,-44.53240058910161,31.19,-3.27,,,,,,,,,,,,,,
ICICIPRULI,ICICIPRULIEQN,EQ,INE726G01019,Life Insurance,ICICI Prudential Life Insurance Company Limited,750.0,0.1,0.01,348990.0,261013110.89999998,772.9,2.962867123819379,-61.82975509763729,26.03,4.15,,,,,,,,,,,,,,
LICHSGFIN,LICHSGFINEQN,EQ,INE115A01026,Housing Finance Company,LIC Housing Finance Limited,681.35,0.6,0.09,3163087.0,2146628992.55,826.75,17.58693680072573,-57.71990740740742,48.39,3.42,,,,,,,,,,,,,,
CHOLAFIN,CHOLAFINEQN,EQ,INE121A01024,Non Banking Financial Company (NBFC),Cholamandalam Investment and Finance Company Limited,1566.9,2.15,0.14,1506410.0,2371224916.9,1594.0,1.7001254705144233,-54.95450949367089,27.52,14.29,,,,,,,,,,,,,,
ICICIBANK,ICICIBANKEQN,EQ,IN9090A01045,Private Sector Bank,ICICI Bank Limited,1266.2,3.35,0.27,4498632.0,5698102250.160001,1271.2,0.3933291378225299,-40.845383759733046,27.25,6.37,,,,,,,,,,,,,,
AXISBANK,AXISBANKEQN,EQ,INE238A01034,Private Sector Bank,Axis Bank Limited,1237.7,6.65,0.54,3943915.0,4877321363.05,1339.65,7.610196693166127,-30.09249527012824,19.85,5.5,,,,,,,,,,,,,,
BAJFINANCE,BAJFINANCEEQN,EQ,INE296A01024,Non Banking Financial Company (NBFC),Bajaj Finance Limited,7387.0,41.25,0.56,1020784.0,7543042536.64,8192.0,9.82666015625,-19.380070461230158,-1.95,11.45,,,,,,,,,,,,,,
ICICIGI,ICICIGIEQN,EQ,INE765G01017,General Insurance,ICICI Lombard General Insurance Company Limited,2107.3,12.4,0.59,199354.0,418001480.12000006,2285.0,7.77680525164113,-66.45339652448658,52.04,2.86,,,,,,,,,,,,,,
KOTAKBANK,KOTAKBANKEQN,EQ,INE237A01028,Private Sector Bank,Kotak Mahindra Bank Limited,1847.65,16.35,0.89,2119920.0,3906355384.8,1926.5,4.092914611990652,-19.678077533439144,0.96,3.04,,,,,,,,,,,,,,
MUTHOOTFIN,MUTHOOTFINEQN,EQ,INE414G07233,Non Banking Financial Company (NBFC),Muthoot Finance Limited,2034.2,20.6,1.02,499941.0,1008306005.8499999,2078.75,2.1431148526758848,-72.04719414724914,51.91,9.8,,,,,,,,,,,,,,
SHRIRAMFIN,SHRIRAMFINEQN,EQ,INE721A01013,Non Banking Financial Company (NBFC),Shriram Finance Limited,3454.3,35.35,1.03,790979.0,2722771192.1200004,3466.75,0.3591259825484912,-96.17230314904735,77.86,14.67,,,,,,,,,,,,,,
TATAMOTORS,TATAMOTORSEQN,EQ,INE155A01022,Passenger Cars & Utility Vehicles,Tata Motors Limited,966.4,-22.0,-2.23,37079966.0,35900823081.200005,1179.0,18.032230703986432,-58.868979122143685,81.83,1.34,,,,,,,,,,,,,,
TATASTEEL,TATASTEELEQN,EQ,IN9081A01010,Iron & Steel,Tata Steel Limited,153.39,-0.82,-0.53,13701540.0,2097431743.2000003,184.6,16.906825568797405,-33.84816753926701,20.24,-3.45,,,,,,,,,,,,,,
TCS,TCSEQN,EQ,INE467B01029,Computers - Software & Consulting,Tata Consultancy Services Limited,4512.0,-1.25,-0.03,1060164.0,4775529941.280001,4592.25,1.7475093908214927,-36.27302929628511,34.76,6.32,,,,,,,,,,,,,,
TATACONSUM,TATACONSUMEQN,EQ,INE192A01025,Tea & Coffee,TATA CONSUMER PRODUCTS LIMITED,1219.25,0.75,0.06,1020698.0,1247078609.42,1256.44,2.959950335869604,-44.029154312310254,42.17,0.54,,,,,,,,,,,,,,
TATAELXSI,TATAELXSIEQN,EQ,INE670A01012,Computers - Software & Consulting,Tata Elxsi Limited,7708.0,19.25,0.25,90852.0,699448652.0400001,9200.0,16.217391304347824,-20.227102570501625,9.84,15.77,,,,,,,,,,,,,,
TITAN,TITANEQN,EQ,INE280A01028,Gems Jewellery And Watches,Titan Company Limited,3767.85,27.2,0.73,241645.0,906833273.75,3886.95,3.0640991008374154,-23.30764321830052,14.38,2.97,,,,,,,,,,,,,,
TRENT,TRENTEQN,EQ,INE849A13017,Speciality Retail,Trent Limited,7386.4,67.6,0.92,524662.0,3879114730.1,7508.8,1.6300873641593936,-279.7634961439589,246.99,29.26,,,,,,,,,,,,,,
TATAPOWER,TATAPOWEREQN,EQ,INE245A01021,Integrated Power Utilities,Tata Power Company Limited,448.2,4.85,1.09,8451169.0,3763897137.53,471.0,4.840764331210193,-94.19410745233967,70.22,-5.58,,,,,,,,,,,,,,
SUZLON,SUZLONEQN,EQ,INE040H01021,Heavy Electrical Equipment,Suzlon Energy Limited,81.19,-3.51,-4.14,45880000.0,3784182400.0,86.04,5.636913063691316,-231.3877551020408,203.36,6.29,,,,,,,,,,,,,,
APARINDS,APARINDSEQN,EQ,INE372A01015,Other Electrical Equipment,Apar Industries Limited,10195.0,-389.45,-3.68,80491.0,826882433.18,10624.8,4.045252616519834,-124.28035594469439,84.84,6.28,,,,,,,,,,,,,,
HAL,HALEQN,EQ,INE066F01020,Aerospace & Defense,Hindustan Aeronautics Limited,4460.1,-137.25,-2.99,1782667.0,8014139938.530001,5674.75,21.404467157143483,-152.29663989139044,18.73,-0.34,,,,,,,,,,,,,,
BDL,BDLEQN,EQ,INE171Z01026,Aerospace & Defense,Bharat Dynamics Limited,1193.0,-33.6,-2.74,732184.0,877581098.7199999,1794.7,33.5264946787764,-165.11111111111111,13.94,-8.19,,,,,,,,,,,,,,
TITAGARH,TITAGARHEQN,EQ,INE615H01020,Railway Wagons,TITAGARH RAIL SYSTEMS LIMITED,1305.95,-33.55,-2.5,357660.0,471306465.0,1896.95,31.15527557394765,-85.95329631211735,74.74,-4.98,,,,,,,,,,,,,,
BSE,BSEEQN,EQ,INE118H01025,Exchange and Data Platform,BSE Limited,3346.55,-85.25,-2.48,3525772.0,12063534671.16,3557.0,5.916502670789987,-189.7947696570835,151.53,10.49,,,,,,,,,,,,,,
RVNL,RVNLEQN,EQ,INE415G01027,Civil Construction,Rail Vikas Nigam Limited,532.3,-13.0,-2.38,4678669.0,2499485339.87,647.0,17.72797527047914,-274.4635947942314,339.19,2.98,,,,,,,,,,,,,,
ZOMATO,ZOMATOEQN,EQ,INE758T01015,E-Retail/ E-Commerce,Zomato Limited,271.2,-6.5,-2.34,21389713.0,5848803122.72,286.45,5.323791237563275,-177.44245524296676,157.75,-4.5,,,,,,,,,,,,,,
BEL,BELEQN,EQ,INE263A01024,Aerospace & Defense,Bharat Electronics Limited,284.95,-5.45,-1.88,10618801.0,3034747137.7900004,340.5,16.314243759177682,-124.37007874015747,117.12,-1.2,,,,,,,,,,,,,,
IRFC,IRFCEQN,EQ,INE053F07678,Financial Institution,Indian Railway Finance Corporation Limited,161.15,-2.81,-1.71,14764272.0,2386939854.24,229.0,29.628820960698686,-145.09505703422053,220.39,-7.13,,,,,,,,,,,,,,
PNB,PNBEQN,EQ,INE160A01022,Public Sector Bank,Punjab National Bank,109.16,-1.65,-1.49,8832696.0,966826904.16,142.9,23.61091672498251,-62.07869339272458,78.24,-3.07,,,,,,,,,,,,,,
GLENMARK,GLENMARKEQN,EQ,INE935A01035,Pharmaceuticals,Glenmark Pharmaceuticals Limited,1718.75,-22.7,-1.3,653998.0,1133437393.82,1769.6,2.8735307414104834,-138.0210497161058,128.75,20.01,,,,,,,,,,,,,,
TVSMOTOR,TVSMOTOREQN,EQ,INE494B01023,2/3 Wheelers,TVS Motor Company Limited,2809.95,-31.8,-1.12,636374.0,1786581822.56,2860.0,1.7500000000000064,-89.46463488638663,93.47,9.49,,,,,,,,,,,,,,
HUDCO,HUDCOEQN,EQ,INE031A07907,Financial Institution,Housing & Urban Development Corporation Limited,244.9,-2.35,-0.95,3405908.0,833425687.5999999,353.7,30.760531523890297,-247.3758865248227,267.34,-8.34,,,,,,,,,,,,,,
NHPC,NHPCEQN,EQ,INE848E07542,Power Generation,NHPC Limited,95.53,-0.66,-0.69,7097698.0,678326997.8599999,118.4,19.315878378378383,-97.37603305785125,91.28,-6.96,,,,,,,,,,,,,,
CANBK,CANBKEQN,EQ,INE476A01022,Public Sector Bank,Canara Bank,106.0,-0.69,-0.65,7339235.0,778692833.5,128.9,17.765709852598917,-54.92546039169833,-66.04,0.94,,,,,,,,,,,,,,
NBCC,NBCCEQN,EQ,INE095N01031,Civil Construction,NBCC (India) Limited,175.2,-1.15,-0.65,4331285.0,756632176.65,209.75,16.4719904648391,-208.99470899470896,253.31,2.51,,,,,,,,,,,,,,
ANGELONE,ANGELONEEQN,EQ,INE732I01013,Stockbroking & Allied,Angel One Limited,2564.65,-16.55,-0.64,545107.0,1397545326.6000001,3896.0,34.17222792607803,-42.089808581955175,35.04,15.22,,,,,,,,,,,,,,
BHEL,BHELEQN,EQ,INE257A01026,Heavy Electrical Equipment,Bharat Heavy Electricals Limited,268.55,-0.95,-0.35,4284199.0,1144009658.9699998,335.35,19.91948710302669,-136.6079295154185,113.4,-3.68,,,,,,,,,,,,,,
HINDCOPPER,HINDCOPPEREQN,EQ,INE531E01026,Copper,Hindustan Copper Limited,321.85,-1.1,-0.34,1812762.0,583618725.9,415.8,22.59499759499759,-137.26502027276078,99.01,7.22,,,,,,,,,,,,,,
JSL,JSLEQN,EQ,INE220G01021,Iron & Steel,Jindal Stainless Limited,758.0,-1.45,-0.19,303362.0,229824017.58,848.0,10.61320754716981,-77.45522650122908,71.12,8.72,,,,,,,,,,,,,,
JPPOWER,JPPOWEREQN,EQ,INE351F01018,Power Generation,Jaiprakash Power Ventures Limited,17.33,-0.02,-0.12,9397324.0,161915892.52,24.0,27.791666666666675,-107.54491017964071,118.54,-9.45,,,,,,,,,,,,,,
SUPREMEIND,SUPREMEINDEQN,EQ,INE195A01028,Plastic Products - Industrial,Supreme Industries Limited,5387.8,-6.2,-0.11,68074.0,366911371.86,6460.0,16.59752321981424,-49.61955012496529,20.22,2.36,,,,,,,,,,,,,,
INDIANB,INDIANBEQN,EQ,INE562A01011,Public Sector Bank,Indian Bank,519.45,-0.45,-0.09,348410.0,180183715.6,632.7,17.899478425794214,-32.88564850345359,50.44,-4.81,,,,,,,,,,,,,,
ADANIPOWER,ADANIPOWEREQN,EQ,INE814H01011,Integrated Power Utilities,Adani Power Limited,665.35,-0.6,-0.09,2320326.0,1527818654.7,895.85,25.72975386504437,-129.9464316571626,91.39,-12.98,,,,,,,,,,,,,,
ZYDUSLIFE,ZYDUSLIFEEQN,EQ,INE010B01027,Pharmaceuticals,Zydus Lifesciences Limited,1115.0,-0.85,-0.08,414588.0,461477902.79999995,1324.3,15.804576002416368,-96.38925583443417,83.71,-9.76,,,,,,,,,,,,,,
GICRE,GICREEQN,EQ,INE481Y01014,General Insurance,General Insurance Corporation of India,394.95,-0.05,-0.01,316938.0,124689747.96000001,467.8,15.57289439931595,-86.165448974782,86.2,-0.26,,,,,,,,,,,,,,
KEI,KEIEQN,EQ,INE878B01027,Cables - Electricals,KEI Industries Limited,4433.8,6.2,0.14,112621.0,498753360.6,5039.7,12.02254102426731,-91.02149842746975,71.92,8.56,,,,,,,,,,,,,,
PRESTIGE,PRESTIGEEQN,EQ,INE811K01011,Residential Commercial Projects,Prestige Estates Projects Limited,1838.25,3.35,0.18,627365.0,1143548374.7,2074.8,11.401098901098909,-210.9090909090909,171.25,6.92,,,,,,,,,,,,,,
LODHA,LODHAEQN,EQ,INE670K01029,Residential Commercial Projects,Macrotech Developers Limited,1279.8,3.8,0.3,522609.0,659882706.0300001,1649.95,22.4340131519137,-82.3856348867037,84.19,1.85,,,,,,,,,,,,,,
UNIONBANK,UNIONBANKEQN,EQ,INE692A01016,Public Sector Bank,Union Bank of India,123.69,0.48,0.39,7143305.0,881698136.1500001,172.5,28.295652173913044,-35.55068493150685,41.16,-8.8,,,,,,,,,,,,,,
SJVN,SJVNEQN,EQ,INE002L01015,Power Generation,SJVN Limited,130.34,0.56,0.43,4825138.0,631707066.9599999,170.5,23.554252199413487,-105.58359621451105,110.83,-7.27,,,,,,,,,,,,,,
NCC,NCCEQN,EQ,INE868B01028,Civil Construction,NCC Limited,312.3,1.4,0.45,1710679.0,533543673.31,364.5,14.320987654320986,-128.70743317466128,86.63,-7.29,,,,,,,,,,,,,,
DIXON,DIXONEQN,EQ,INE935N01020,Consumer Electronics,Dixon Technologies (India) Limited,14115.65,130.35,0.93,543074.0,7534641260.44,14130.0,0.10155697098372515,-198.2106074850268,160.44,13.01,,,,,,,,,,,,,,
TORNTPOWER,TORNTPOWEREQN,EQ,INE813H01021,Integrated Power Utilities,Torrent Power Limited,1798.15,17.35,0.97,3291279.0,6069908382.96,1908.0,5.757337526205446,-159.86704241635957,162.1,-5.83,,,,,,,,,,,,,,
ABB,ABBEQN,EQ,INE117A01022,Heavy Electrical Equipment,ABB India Limited,7846.0,80.8,1.04,96381.0,753887362.9499999,9149.95,14.250897545888236,-103.79220779220779,84.93,4.71,,,,,,,,,,,,,,
MCX,MCXEQN,EQ,INE745G01035,Exchange and Data Platform,Multi Commodity Exchange of India Limited,5676.25,83.55,1.49,582356.0,3284563546.28,5718.65,0.7414337299887148,-233.50470035252644,184.14,19.68,,,,,,,,,,,,,,
OFSS,OFSSEQN,EQ,INE881D01027,Software Products,Oracle Financial Services Software Limited,12430.45,191.35,1.56,362668.0,4518712719.5199995,12619.0,1.4941754497186723,-221.29988626964436,165.67,5.77,,,,,,,,,,,,,,
BAJAJ-AUTO,BAJAJ-AUTOEQN,EQ,INE917I01010,2/3 Wheelers,Bajaj Auto Limited,11877.0,188.65,1.61,274502.0,3247163763.5800004,11940.0,0.5276381909547738,-142.2369749441674,133.3,13.26,,,,,,,,,,,,,,
ADANIGREEN,ADANIGREENEQN,EQ,INE364U01010,Power Generation,Adani Green Energy Limited,1963.95,33.15,1.72,3062878.0,5934969329.38,2174.1,9.666068718090237,-140.81294831708666,93.67,-2.3,,,,,,,,,,,,,,
KALYANKJIL,KALYANKJILEQN,EQ,INE303R01014,Gems Jewellery And Watches,Kalyan Jewellers India Limited,712.05,12.1,1.73,6492754.0,4586286642.9800005,749.0,4.933244325767697,-251.10946745562126,150.59,9.91,,,,,,,,,,,,,,
BSOFT,BSOFTEQN,EQ,INE836A01035,Computers - Software & Consulting,BIRLASOFT LIMITED,649.5,15.3,2.41,3426667.0,2181930212.25,861.85,24.638858270000583,-37.48941574936495,26.91,10.77,,,,,,,,,,,,,,
VBL,VBLEQN,EQ,INE200M01039,Other Beverages,Varun Beverages Limited,641.7,20.65,3.33,5342208.0,3401276989.4399996,681.12,5.787526427061305,-93.71490671979716,64.85,-4.54,,,,,,,,,,,,,,
POLICYBZR,POLICYBZREQN,EQ,INE417T01026,Financial Technology (Fintech),PB Fintech Limited,1862.7,65.5,3.64,1179956.0,2181514452.36,1871.4,0.4648925937800601,-181.67246332980497,130.19,18.09,,,,,,,,,,,,,,
EICHERMOT,EICHERMOTEQN,EQ,INE066A01021,2/3 Wheelers,Eicher Motors Limited,4850.15,-49.05,-1.0,296222.0,1436371591.3400002,5058.9,4.126391112692483,-48.096183206106865,45.88,4.95,,,,,,,,,,,,,,
BERGEPAINT,BERGEPAINTEQN,EQ,INE463A01038,Paints,Berger Paints (I) Limited,619.3,-5.85,-0.94,424437.0,263465023.38,679.75,8.892975358587723,-41.070615034168554,-20.67,3.78,,,,,,,,,,,,,,
NAUKRI,NAUKRIEQN,EQ,INE663F01024,Internet & Catalogue Retail,Info Edge (India) Limited,7831.05,-72.75,-0.92,83077.0,656608207.97,7964.75,1.678646536300572,-97.15386261502246,75.62,6.35,,,,,,,,,,,,,,
ASIANPAINT,ASIANPAINTEQN,EQ,INE021A01026,Paints,Asian Paints Limited,3307.05,-28.75,-0.86,403794.0,1342227407.76,3422.95,3.3859682437663317,-23.85491180105615,-4.07,0.65,,,,,,,,,,,,,,
MARUTI,MARUTIEQN,EQ,INE585B01010,Passenger Cars & Utility Vehicles,Maruti Suzuki India Limited,12192.1,-96.9,-0.79,390382.0,4761785944.32,13680.0,10.876461988304092,-25.20577346690424,20.05,-2.54,,,,,,,,,,,,,,
PIDILITIND,PIDILITINDEQN,EQ,INE318A01026,Specialty Chemicals,Pidilite Industries Limited,3279.45,-25.3,-0.77,74221.0,243658636.48000002,3331.0,1.5475833083158266,-43.04813417373665,25.02,-0.34,,,,,,,,,,,,,,
ADANIPORTS,ADANIPORTSEQN,EQ,INE742F01042,Port & Port services,Adani Ports and Special Economic Zone Limited,1430.0,-10.7,-0.74,968696.0,1383859731.6799998,1621.4,11.804613297150615,-89.52948972829688,85.35,-6.68,,,,,,,,,,,,,,
AMBUJACEM,AMBUJACEMEQN,EQ,INE079A01024,Cement & Cement Products,Ambuja Cements Limited,622.7,-4.6,-0.73,808996.0,505040022.88,706.95,11.917391611853738,-54.11458977849277,42.21,-5.48,,,,,,,,,,,,,,
BPCL,BPCLEQN,EQ,INE029A01011,Refineries & Marketing,Bharat Petroleum Corporation Limited,338.3,-2.35,-0.69,5198198.0,1752416509.76,367.2,7.870370370370364,-104.12719483497257,3.91,3.04,,,,,,,,,,,,,,
ATGL,ATGLEQN,EQ,INE399L01023,LPG/CNG/PNG/LNG Supplier,Adani Total Gas Limited,801.2,-5.55,-0.69,343018.0,275361129.68,1259.4,36.382404319517235,-53.48659003831418,31,-8.64,,,,,,,,,,,,,,
POWERGRID,POWERGRIDEQN,EQ,INE752E01010,Power - Transmission,Power Grid Corporation of India Limited,336.0,-2.25,-0.67,6973328.0,2343038208.0,362.5,7.310344827586207,-73.41935483870968,33.78,-5.82,,,,,,,,,,,,,,
JIOFIN,JIOFINEQN,EQ,INE758E01017,Non Banking Financial Company (NBFC),Jio Financial Services Limited,346.8,-2.0,-0.57,6740320.0,2333700993.6,394.7,12.135799341271849,-69.7919216646267,-,-1.39,,,,,,,,,,,,,,
COALINDIA,COALINDIAEQN,EQ,INE522F01014,Coal,Coal India Limited,490.6,-2.65,-0.54,3098259.0,1519696039.5,543.55,9.741514120136129,-78.75751503006013,121.59,0.09,,,,,,,,,,,,,,
ITC,ITCEQN,EQ,INE154A01025,Diversified FMCG,ITC Limited,508.5,-2.6,-0.51,7580894.0,3857462102.96,520.5,2.3054755043227666,-27.331914360836354,13.8,2.62,,,,,,,,,,,,,,
BAJAJHLDNG,BAJAJHLDNGEQN,EQ,INE118A01012,Holding Company,Bajaj Holdings & Investment Limited,10346.45,-53.55,-0.51,17124.0,177388372.2,11185.0,7.497094322753681,-56.1044976538572,37.01,6.6,,,,,,,,,,,,,,
LICI,LICIEQN,EQ,INE0J1Y01017,Life Insurance,Life Insurance Corporation Of India,1023.3,-4.85,-0.47,355868.0,364156165.71999997,1222.0,16.26022913256956,-71.30660416841046,64.81,-9.77,,,,,,,,,,,,,,
ADANIENT,ADANIENTEQN,EQ,INE423A01024,Trading - Minerals,Adani Enterprises Limited,2971.1,-13.8,-0.46,472639.0,1403506236.89,3743.9,20.641576965196723,-38.70681605975723,23.24,-4.48,,,,,,,,,,,,,,
IOC,IOCEQN,EQ,INE242A01010,Refineries & Marketing,Indian Oil Corporation Limited,171.16,-0.66,-0.38,4532554.0,773978921.04,196.8,13.028455284552852,-100.18713450292398,98.73,-0.18,,,,,,,,,,,,,,
SHREECEM,SHREECEMEQN,EQ,INE070A01015,Cement & Cement Products,SHREE CEMENT LIMITED,25539.9,-79.5,-0.31,7548.0,192968771.4,30737.75,16.910313864872993,-7.763291139240512,5.56,-6.64,,,,,,,,,,,,,,
